"","X","City","Year","Sport","Discipline","Event","Athlete","Gender","Country_Code","Country","Event_gender","Medal"
"3954",4071,"Los Angeles",1984,"Sailing","Sailing","470 - Two Person Dinghy","DORESTE, Luis","Men","ESP","Spain","M","Gold"
"3955",4072,"Los Angeles",1984,"Sailing","Sailing","flying dutchman","RICHARDS, Jonathan","Men","GBR","United Kingdom","X","Bronze"
"3956",4073,"Los Angeles",1984,"Sailing","Sailing","Tornado - Multihull","GLASER, Jay","Men","USA","United States","X","Silver"
"3957",4074,"Los Angeles",1984,"Shooting","Shooting","25m pistol (30+30 shots)","FOX, Ruby Ellen","Women","USA","United States","W","Silver"
"3958",4075,"Los Angeles",1984,"Shooting","Shooting","50m running target (30+30 shots)","BELLINGRODT, Helmut","Men","COL","Colombia","M","Silver"
"3959",4076,"Los Angeles",1984,"Shooting","Shooting","50m running target (30+30 shots)","LI, Yu-Wei","Men","CHN","China","M","Gold"
"3960",4077,"Los Angeles",1984,"Shooting","Shooting","trap (125 targets)","GIOVANNETTI, Luciano","Men","ITA","Italy","X","Gold"
"3961",4078,"Los Angeles",1984,"Shooting","Shooting","10m air rifle (60 shots)","HEBERLE, Philippe","Men","FRA","France","M","Gold"
"3962",4079,"Los Angeles",1984,"Shooting","Shooting","10m air rifle (60 shots)","KRONTHALER, Andreas","Men","AUT","Austria","M","Silver"
"3963",4080,"Los Angeles",1984,"Shooting","Shooting","50m running target (30+30 shots)","HUANG, Shi-Ping","Men","CHN","China","M","Bronze"
"3964",4081,"Los Angeles",1984,"Shooting","Shooting","50m rifle 3 positions (3x20 shots)","HOLMER, Ulrike","Women","FRG","West Germany","W","Silver"
"3965",4082,"Los Angeles",1984,"Shooting","Shooting","50m rifle prone (60 shots)","ETZEL, Edward","Men","USA","United States","M","Gold"
"3966",4083,"Los Angeles",1984,"Shooting","Shooting","skeet (125 targets)","RASMUSSEN, Ole Riber","Men","DEN","Denmark","X","Silver"
"3967",4084,"Los Angeles",1984,"Shooting","Shooting","25m pistol (30+30 shots)","DENCH, Patricia","Women","AUS","Australia","W","Bronze"
"3968",4085,"Los Angeles",1984,"Shooting","Shooting","skeet (125 targets)","SCRIBANI ROSSI, Luca","Men","ITA","Italy","X","Bronze"
"3969",4086,"Los Angeles",1984,"Shooting","Shooting","50m rifle 3 positions (3x20 shots)","JEWELL, Wanda Rae","Women","USA","United States","W","Bronze"
"3970",4087,"Los Angeles",1984,"Shooting","Shooting","25m rapid fire pistol (60 shots)","BIES, Rauno","Men","FIN","Finland","M","Bronze"
"3971",4088,"Los Angeles",1984,"Shooting","Shooting","trap (125 targets)","BOZA, Francisco","Men","PER","Peru","X","Silver"
"3972",4089,"Los Angeles",1984,"Shooting","Shooting","10m air rifle (40 shots)","GUFLER, Edith","Women","ITA","Italy","W","Silver"
"3973",4090,"Los Angeles",1984,"Shooting","Shooting","25m rapid fire pistol (60 shots)","ION, Corneliu","Men","ROU","Romania","M","Silver"
"3974",4091,"Los Angeles",1984,"Shooting","Shooting","10m air rifle (60 shots)","DAGGER, Barry Edward","Men","GBR","United Kingdom","M","Bronze"
"3975",4092,"Los Angeles",1984,"Shooting","Shooting","trap (125 targets)","CARLISLE, Daniel Thomas","Men","USA","United States","X","Bronze"
"3976",4093,"Los Angeles",1984,"Shooting","Shooting","25m rapid fire pistol (60 shots)","KAMACHI, Takeo","Men","JPN","Japan","M","Gold"
"3977",4094,"Los Angeles",1984,"Shooting","Shooting","50m rifle prone (60 shots)","BURY, Michel","Men","FRA","France","M","Silver"
"3978",4095,"Los Angeles",1984,"Shooting","Shooting","50m pistol (60 shots)","XU, Haifeng","Men","CHN","China","M","Gold"
"3979",4096,"Los Angeles",1984,"Shooting","Shooting","50m rifle 3 positions (3x40 shots)","COOPER, Malcolm Douglas","Men","GBR","United Kingdom","M","Gold"
"3980",4097,"Los Angeles",1984,"Shooting","Shooting","25m pistol (30+30 shots)","THOM, Linda","Women","CAN","Canada","W","Gold"
"3981",4098,"Los Angeles",1984,"Shooting","Shooting","50m rifle 3 positions (3x40 shots)","NIPKOV, Daniel","Men","SUI","Switzerland","M","Silver"
"3982",4099,"Los Angeles",1984,"Shooting","Shooting","10m air rifle (40 shots)","WU, Xiao-Xuan","Women","CHN","China","W","Bronze"
"3983",4100,"Los Angeles",1984,"Shooting","Shooting","50m pistol (60 shots)","WANG, Yifu","Men","CHN","China","M","Bronze"
"3984",4101,"Los Angeles",1984,"Shooting","Shooting","50m pistol (60 shots)","SKANÄKER, Ragnar","Men","SWE","Sweden","M","Silver"
"3985",4102,"Los Angeles",1984,"Shooting","Shooting","50m rifle 3 positions (3x20 shots)","WU, Xiao-Xuan","Women","CHN","China","W","Gold"
"3986",4103,"Los Angeles",1984,"Shooting","Shooting","50m rifle prone (60 shots)","SULLIVAN, Michael","Men","GBR","United Kingdom","M","Bronze"
"3987",4104,"Los Angeles",1984,"Shooting","Shooting","skeet (125 targets)","DRYKE, Matthew Alexander","Men","USA","United States","X","Gold"
"3988",4105,"Los Angeles",1984,"Shooting","Shooting","50m rifle 3 positions (3x40 shots)","ALLAN, Alister Millar","Men","GBR","United Kingdom","M","Bronze"
"3989",4106,"Los Angeles",1984,"Shooting","Shooting","10m air rifle (40 shots)","SPURGIN, Karen Patricia","Women","USA","United States","W","Gold"
"3990",4107,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","HOU, Yu-Zhu","Women","CHN","China","W","Gold"
"3991",4108,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","CHISHOLM, Linda Rae","Women","USA","United States","W","Silver"
"3992",4109,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","LIANG, Yan","Women","CHN","China","W","Gold"
"3993",4110,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","ZHOU, Xiao-Lan","Women","CHN","China","W","Gold"
"3994",4111,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","BEAUPREY, Jeanne Marie","Women","USA","United States","W","Silver"
"3995",4112,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","WOODSTRA, Susan Jean","Women","USA","United States","W","Silver"
"3996",4113,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","LANG, Ping","Women","CHN","China","W","Gold"
"3997",4114,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","DE LUIGI, Guido","Men","ITA","Italy","M","Bronze"
"3998",4115,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","CROCKETT, Rita Louise","Women","USA","United States","W","Silver"
"3999",4116,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","REBAUDENGO, Piero","Men","ITA","Italy","M","Bronze"
"4000",4117,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","ODAKA, Emiko","Women","JPN","Japan","W","Bronze"
"4001",4118,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","EGAMI, Yumi","Women","JPN","Japan","W","Bronze"
"4002",4119,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","TIMMONS, Steve Dennis","Men","USA","United States","M","Gold"
"4003",4120,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","ZHANG, Rong-Fang","Women","CHN","China","W","Gold"
"4004",4121,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","LAMPARIELLO NETO, Domingo","Men","BRA","Brazil","M","Silver"
"4005",4122,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","BUCK, Craig Werner","Men","USA","United States","M","Gold"
"4006",4123,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","VECCHI, Paolo","Men","ITA","Italy","M","Bronze"
"4007",4124,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","ISHIDA, Kyoko","Women","JPN","Japan","W","Bronze"
"4008",4125,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","DAMETTO, Giancarlo","Men","ITA","Italy","M","Bronze"
"4009",4126,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","ZHENG, Mei-Zhu","Women","CHN","China","W","Gold"
"4010",4127,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","SUGIYAMA, Kayoko","Women","JPN","Japan","W","Bronze"
"4011",4128,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","GREEN, Deborah","Women","USA","United States","W","Silver"
"4012",4129,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","SU, Huijuan","Women","CHN","China","W","Gold"
"4013",4130,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","MITSUYA, Yuko","Women","JPN","Japan","W","Bronze"
"4014",4131,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","RIBEIRO, Amauri","Men","BRA","Brazil","M","Silver"
"4015",4132,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","RUDDINS, Kimberly Grace","Women","USA","United States","W","Silver"
"4016",4133,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","MARLOWE, Christian","Men","USA","United States","M","Gold"
"4017",4134,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","DUWELIUS, Richard Lloyd","Men","USA","United States","M","Gold"
"4018",4135,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","LANFRANCO, Giovanni","Men","ITA","Italy","M","Bronze"
"4019",4136,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","FREIRE, Marcus","Men","BRA","Brazil","M","Silver"
"4020",4137,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","YANG, Xiao-Jun","Women","CHN","China","W","Gold"
"4021",4138,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","SAUNDERS, David Patrick","Men","USA","United States","M","Gold"
"4022",4139,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","WALDIE, Mark","Men","USA","United States","M","Gold"
"4023",4140,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","KAGABU, Yoko","Women","JPN","Japan","W","Bronze"
"4024",4141,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","RIBEIRO, Antonio","Men","BRA","Brazil","M","Silver"
"4025",4142,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","WEISHOFF, Paula Jo","Women","USA","United States","W","Silver"
"4026",4143,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","JIANG, Ying","Women","CHN","China","W","Gold"
"4027",4144,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","NEGRI, Marco","Men","ITA","Italy","M","Bronze"
"4028",4145,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","ZHU, Ling","Women","CHN","China","W","Gold"
"4029",4146,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","DE AVILA, Fernando","Men","BRA","Brazil","M","Silver"
"4030",4147,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","BERZINS, Aldis Imants","Men","USA","United States","M","Gold"
"4031",4148,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","YANG, Xi-Lan","Women","CHN","China","W","Gold"
"4032",4149,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","LI, Yan-Jun","Women","CHN","China","W","Gold"
"4033",4150,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","CARVALHO DA SILVA, William Carvalho","Men","BRA","Brazil","M","Silver"
"4034",4151,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","CAMPOS NASCIMENTO, Rui","Men","BRA","Brazil","M","Silver"
"4035",4152,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","OTANI, Sachiko","Women","JPN","Japan","W","Bronze"
"4036",4153,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","HIRO, Norie","Women","JPN","Japan","W","Bronze"
"4037",4154,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","OLIVEIRA NEGO, Mario Xando","Men","BRA","Brazil","M","Silver"
"4038",4155,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","ERRICHIELLO, Giovanni","Men","ITA","Italy","M","Bronze"
"4039",4156,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","SALMONS, Steven Edward","Men","USA","United States","M","Gold"
"4040",4157,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","MAGERS, Rose Mary","Women","USA","United States","W","Silver"
"4041",4158,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","BECKER, Carolyn Marie","Women","USA","United States","W","Silver"
"4042",4159,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","RAJZMAN, Bernard","Men","BRA","Brazil","M","Silver"
"4043",4160,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","VULLO, Fabio","Men","ITA","Italy","M","Bronze"
"4044",4161,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","POWERS, Patrick Robert","Men","USA","United States","M","Gold"
"4045",4162,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","DVORAK, Douglas Scott","Men","USA","United States","M","Gold"
"4046",4163,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","DAL ZOTTO, Renan","Men","BRA","Brazil","M","Silver"
"4047",4164,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","VOLLERTSEN, Julie J.","Women","USA","United States","W","Silver"
"4048",4165,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","FLACHMEIER, Laura Jean","Women","USA","United States","W","Silver"
"4049",4166,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","BERTOLI, Franco","Men","ITA","Italy","M","Bronze"
"4050",4167,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","HIROSE, Miyoko","Women","JPN","Japan","W","Bronze"
"4051",4168,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","SUNDERLAND, Paul Benedict","Men","USA","United States","M","Gold"
"4052",4169,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","NAKADA, Kumi","Women","JPN","Japan","W","Bronze"
"4053",4170,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","MONTANARO, Jose","Men","BRA","Brazil","M","Silver"
"4054",4171,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","LUCCHETTA, Pier Paolo","Men","ITA","Italy","M","Bronze"
"4055",4172,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","LUCCHETTA, Andrea","Men","ITA","Italy","M","Bronze"
"4056",4173,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","MIYAJIMA, Keiko","Women","JPN","Japan","W","Bronze"
"4057",4174,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","ROCHA REZENDE, Bernardo Rocha","Men","BRA","Brazil","M","Silver"
"4058",4175,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","DALL'OLIO, Grancesco","Men","ITA","Italy","M","Bronze"
"4059",4176,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","MORITA, Kimie","Women","JPN","Japan","W","Bronze"
"4060",4177,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","HYMAN, Flora Jean","Women","USA","United States","W","Silver"
"4061",4178,"Los Angeles",1984,"Volleyball","Volleyball","volleyball","KIRALY, Charles","Men","USA","United States","M","Gold"
"4062",4179,"Los Angeles",1984,"Weightlifting","Weightlifting","90 - 100kg, total (first-heavyweight)","MILSER, Rolf","Men","FRG","West Germany","M","Gold"
"4063",4180,"Los Angeles",1984,"Weightlifting","Weightlifting","100 - 110kg, total (heavyweight)","CARLTON, Guy Albert","Men","USA","United States","M","Bronze"
"4064",4181,"Los Angeles",1984,"Weightlifting","Weightlifting","82.5 - 90kg, total (middle-heavyweight)","MERCER, David","Men","GBR","United Kingdom","M","Bronze"
"4065",4182,"Los Angeles",1984,"Weightlifting","Weightlifting","60 - 67.5kg, total (lightweight)","SOCACI, Andrei","Men","ROU","Romania","M","Silver"
"4066",4183,"Los Angeles",1984,"Weightlifting","Weightlifting","67.5 - 75kg, total (middleweight)","CIOROSLAN, Dragomir","Men","ROU","Romania","M","Bronze"
"4067",4184,"Los Angeles",1984,"Weightlifting","Weightlifting","90 - 100kg, total (first-heavyweight)","GROAPA, Vasile","Men","ROU","Romania","M","Silver"
"4068",4185,"Los Angeles",1984,"Weightlifting","Weightlifting","67.5 - 75kg, total (middleweight)","DEMERS, Jacques","Men","CAN","Canada","M","Silver"
"4069",4186,"Los Angeles",1984,"Weightlifting","Weightlifting","75 - 82.5kg, total (light-heavyweight)","ISAOKA, Ryoji","Men","JPN","Japan","M","Bronze"
"4070",4187,"Los Angeles",1984,"Weightlifting","Weightlifting","56 - 60kg, total (featherweight)","CHEN, Wei-Qiang","Men","CHN","China","M","Gold"
"4071",4188,"Los Angeles",1984,"Weightlifting","Weightlifting","82.5 - 90kg, total (middle-heavyweight)","PETRE, Dumitru","Men","ROU","Romania","M","Silver"
"4072",4189,"Los Angeles",1984,"Weightlifting","Weightlifting","- 56kg, total (bantamweight)","WU, Shu-De","Men","CHN","China","M","Gold"
"4073",4190,"Los Angeles",1984,"Weightlifting","Weightlifting","100 - 110kg, total (heavyweight)","TASNADI, Stefan","Men","ROU","Romania","M","Silver"
"4074",4191,"Los Angeles",1984,"Weightlifting","Weightlifting","- 56kg, total (bantamweight)","KOTAKA, Masahiro","Men","JPN","Japan","M","Bronze"
"4075",4192,"Los Angeles",1984,"Weightlifting","Weightlifting","- 52kg, total (flyweight)","ZHOU, Pei-Shun","Men","CHN","China","M","Silver"
"4076",4193,"Los Angeles",1984,"Weightlifting","Weightlifting","75 - 82.5kg, total (light-heavyweight)","BECHERU, Petre","Men","ROU","Romania","M","Gold"
"4077",4194,"Los Angeles",1984,"Weightlifting","Weightlifting","+ 110kg, total (super heavyweight)","NERLINGER, Manfred","Men","FRG","West Germany","M","Bronze"
"4078",4195,"Los Angeles",1984,"Weightlifting","Weightlifting","56 - 60kg, total (featherweight)","RADU, Gelu","Men","ROU","Romania","M","Silver"
"4079",4196,"Los Angeles",1984,"Weightlifting","Weightlifting","60 - 67.5kg, total (lightweight)","GRONMAN, Jouni Johannes","Men","FIN","Finland","M","Bronze"
"4080",4197,"Los Angeles",1984,"Weightlifting","Weightlifting","56 - 60kg, total (featherweight)","TSAI, Wen-Yee","Men","TPE","Taiwan","M","Bronze"
"4081",4198,"Los Angeles",1984,"Weightlifting","Weightlifting","82.5 - 90kg, total (middle-heavyweight)","VLAD, Nicu","Men","ROU","Romania","M","Gold"
"4082",4199,"Los Angeles",1984,"Weightlifting","Weightlifting","+ 110kg, total (super heavyweight)","MARTINEZ, Mario","Men","USA","United States","M","Silver"
"4083",4200,"Los Angeles",1984,"Weightlifting","Weightlifting","100 - 110kg, total (heavyweight)","OBERBURGER, Norberto","Men","ITA","Italy","M","Gold"
"4084",4201,"Los Angeles",1984,"Weightlifting","Weightlifting","- 52kg, total (flyweight)","MANABE, Kazushito","Men","JPN","Japan","M","Bronze"
"4085",4202,"Los Angeles",1984,"Weightlifting","Weightlifting","67.5 - 75kg, total (middleweight)","RADSCHINSKY, Karl-Heinz","Men","FRG","West Germany","M","Gold"
"4086",4203,"Los Angeles",1984,"Weightlifting","Weightlifting","90 - 100kg, total (first-heavyweight)","NIEMI, Pekka","Men","FIN","Finland","M","Bronze"
"4087",4204,"Los Angeles",1984,"Weightlifting","Weightlifting","- 52kg, total (flyweight)","ZENG, Guo-Qiang","Men","CHN","China","M","Gold"
"4088",4205,"Los Angeles",1984,"Weightlifting","Weightlifting","- 56kg, total (bantamweight)","LAI, Run-Ming","Men","CHN","China","M","Silver"
"4089",4206,"Los Angeles",1984,"Weightlifting","Weightlifting","60 - 67.5kg, total (lightweight)","YAO, Jing-Yuan","Men","CHN","China","M","Gold"
"4090",4207,"Los Angeles",1984,"Weightlifting","Weightlifting","+ 110kg, total (super heavyweight)","LUKIN, Dinko","Men","AUS","Australia","M","Gold"
"4091",4208,"Los Angeles",1984,"Weightlifting","Weightlifting","75 - 82.5kg, total (light-heavyweight)","KABBAS, Robert","Men","AUS","Australia","M","Silver"
